val_loss,avg_val_loss,val_perplexity,train_loss,avg_train_loss,train_perplexity,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
4.339117527008057,4.343180083588466,76.95186400578642,4.5313825607299805,4.5313825607299805,92.88689411970032,18.910728931427002,True,True,,,1,116e1360896e46e4bf665778c99d5df8,2021-05-01_23-16-34,1619925394,18.910728931427002,75820,Alisons-MacBook-Pro.local,192.168.2.10,18.910728931427002,0,1,c04a9_00000
