val_loss,avg_val_loss,val_perplexity,train_loss,avg_train_loss,train_perplexity,time_this_iter_s,should_checkpoint,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id
4.384285926818848,4.386693314417896,80.37420685217002,4.5224609375,4.5224609375,92.06187796130419,17.598589181900024,True,True,,,1,4935d312a500411ea25fe477895f1bd5,2021-05-02_00-10-14,1619928614,17.598589181900024,87453,Alisons-MacBook-Pro.local,192.168.2.10,17.598589181900024,0,1,40346_00000
